Rk,Player,SO,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Pos,Player-additional
22,Seth Lugo,181,2024,34,KCR,AL,16,9,.640,25,3.00,33,33,1,0,0,206.2,177,75,69,16,48,1,181,9,0,4,836,137,3.25,1.089,7.7,0.7,2.1,7.9,3.77,1,lugose01
23,Hunter Brown,179,2024,25,HOU,AL,11,9,.550,20,3.49,31,30,0,0,0,170.0,156,71,66,18,60,0,179,5,1,4,712,115,3.58,1.271,8.3,1.0,3.2,9.5,2.98,1,brownhu01
24,George Kirby,179,2024,26,SEA,AL,14,11,.560,25,3.53,33,33,0,0,0,191.0,181,82,75,22,23,0,179,7,1,5,778,105,3.26,1.068,8.5,1.0,1.1,8.4,7.78,1,kirbyge01
25,Luis Castillo,175,2024,31,SEA,AL,11,12,.478,23,3.64,30,30,0,0,0,175.1,158,73,71,25,47,2,175,5,0,0,719,102,3.91,1.169,8.1,1.3,2.4,9.0,3.72,1,castilu02
26,Kutter Crawford,175,2024,28,BOS,AL,9,16,.360,25,4.36,33,33,0,0,0,183.2,155,97,89,34,51,0,175,9,0,4,759,95,4.65,1.122,7.6,1.7,2.5,8.6,3.43,1,crawfku01
27,Shota Imanaga,174,2024,30,CHC,NL,15,3,.833,18,2.91,29,29,0,0,0,173.1,149,66,56,27,28,0,174,3,0,3,694,137,3.72,1.021,7.7,1.4,1.5,9.0,6.21,1,imanash01
28,Nick Pivetta,172,2024,31,BOS,AL,6,12,.333,18,4.14,27,26,0,0,0,145.2,128,70,67,28,36,1,172,1,0,4,595,100,4.07,1.126,7.9,1.7,2.2,10.6,4.78,1,pivetni01
29,Logan Webb,172,2024,27,SFG,NL,13,10,.565,23,3.47,33,33,1,1,0,204.2,202,83,79,11,50,3,172,2,1,4,841,112,2.95,1.231,8.9,0.5,2.2,7.6,3.44,1,webblo01
30,Spencer Arrighetti,171,2024,24,HOU,AL,7,13,.350,20,4.53,29,28,0,0,0,145.0,139,80,73,21,65,0,171,7,0,3,632,89,4.18,1.407,8.6,1.3,4.0,10.6,2.63,1,arrigsp01
31,Luis Gil,171,2024,26,NYY,AL,15,7,.682,22,3.50,29,29,0,0,0,151.2,104,60,59,18,77,0,171,8,2,6,637,115,4.14,1.193,6.2,1.1,4.6,10.1,2.22,1,gillu01
32,Bryce Miller,171,2024,25,SEA,AL,12,8,.600,20,2.94,31,31,0,0,0,180.1,131,62,59,21,45,1,171,3,0,2,704,126,3.58,0.976,6.5,1.0,2.2,8.5,3.80,1,millebr04
33,Brady Singer,170,2024,27,KCR,AL,9,13,.409,22,3.71,32,32,0,0,0,179.2,175,77,74,22,54,0,170,10,0,2,762,111,3.93,1.275,8.8,1.1,2.7,8.5,3.15,1,singebr01
34,Paul Skenes,170,2024,22,PIT,NL,11,3,.786,14,1.96,23,23,0,0,0,133.0,94,31,29,10,32,0,170,6,1,2,514,211,2.44,0.947,6.4,0.7,2.2,11.5,5.31,1,skenepa01
35,Hunter Greene,169,2024,24,CIN,NL,9,5,.643,14,2.75,26,26,0,0,0,150.1,96,47,46,12,57,0,169,19,1,7,611,160,3.47,1.018,5.7,0.7,3.4,10.1,2.96,1,greenhu01
36,Framber Valdez,169,2024,30,HOU,AL,15,7,.682,22,2.91,28,28,1,0,0,176.1,140,60,57,13,55,0,169,6,1,8,703,138,3.25,1.106,7.1,0.7,2.8,8.6,3.07,1,valdefr01
37,Chris Bassitt,168,2024,35,TOR,AL,10,14,.417,24,4.16,31,31,0,0,0,171.0,180,91,79,18,70,2,168,16,2,2,758,99,4.08,1.462,9.5,0.9,3.7,8.8,2.40,1,bassich01
38,Tyler Glasnow,168,2024,30,LAD,NL,9,6,.600,15,3.49,22,22,0,0,0,134.0,92,53,52,15,35,0,168,0,1,12,522,114,2.90,0.948,6.2,1.0,2.4,11.3,4.80,1,glasnty01
39,Charlie Morton,167,2024,40,ATL,NL,8,10,.444,18,4.19,30,30,0,0,0,165.1,154,85,77,23,65,1,167,18,1,2,701,99,4.46,1.325,8.4,1.3,3.5,9.1,2.57,1,mortoch02
40,Ronel Blanco,166,2024,30,HOU,AL,13,6,.684,19,2.80,30,29,1,1,0,167.1,114,56,52,22,68,0,166,2,0,3,676,144,4.15,1.088,6.1,1.2,3.7,8.9,2.44,1,blancro01
41,Nathan Eovaldi,166,2024,34,TEX,AL,12,8,.600,20,3.80,29,29,0,0,0,170.2,147,74,72,23,42,0,166,7,0,3,696,100,3.83,1.107,7.8,1.2,2.2,8.8,3.95,1,eovalna01
42,Max Fried,166,2024,30,ATL,NL,11,10,.524,21,3.25,29,29,2,1,0,174.1,146,71,63,13,57,0,166,7,0,6,714,128,3.33,1.164,7.5,0.7,2.9,8.6,2.91,1,friedma01
43,Mitch Keller,166,2024,28,PIT,NL,11,12,.478,23,4.25,31,31,1,0,0,178.0,182,90,84,23,50,0,166,15,2,1,773,98,4.08,1.303,9.2,1.2,2.5,8.4,3.32,1,kellemi03
44,Nestor Cortes,162,2024,29,NYY,AL,9,10,.474,19,3.77,31,30,0,0,0,174.1,162,74,73,24,39,0,162,4,1,2,710,107,3.84,1.153,8.4,1.2,2.0,8.4,4.15,1,cortene01
45,Kevin Gausman,162,2024,33,TOR,AL,14,11,.560,25,3.83,31,31,2,1,0,181.0,165,86,77,20,56,0,162,2,2,3,756,107,3.77,1.221,8.2,1.0,2.8,8.1,2.89,1,gausmke01
46,Luis Severino,161,2024,30,NYM,NL,11,7,.611,18,3.91,31,31,1,1,0,182.0,166,86,79,23,60,0,161,11,2,6,761,101,4.21,1.242,8.2,1.1,3.0,8.0,2.68,1,severlu01
47,Andrew Heaney,159,2024,33,TEX,AL,5,14,.263,19,4.28,32,31,0,0,0,160.0,159,84,76,23,41,1,159,12,0,2,693,89,4.04,1.250,8.9,1.3,2.3,8.9,3.88,1,heanean01
48,Zac Gallen,156,2024,28,ARI,NL,14,6,.700,20,3.65,28,28,0,0,0,148.0,133,62,60,13,54,0,156,4,0,5,621,115,3.38,1.264,8.1,0.8,3.3,9.5,2.89,1,galleza01
49,Jake Irvin,156,2024,27,WSN,NL,10,14,.417,24,4.41,33,33,0,0,0,187.2,173,97,92,29,52,1,156,4,1,5,769,92,4.41,1.199,8.3,1.4,2.5,7.5,3.00,1,irvinja01
50,Taj Bradley,154,2024,23,TBR,AL,8,11,.421,19,4.11,25,25,0,0,0,138.0,122,68,63,22,47,0,154,3,0,4,578,97,4.09,1.225,8.0,1.4,3.1,10.0,3.28,1,bradlta01
51,Erick Fedde,154,2024,31,CHWSTL,ALNL,9,9,.500,18,3.30,31,31,0,0,0,177.1,154,66,65,20,52,0,154,5,1,3,726,125,3.86,1.162,7.8,1.0,2.6,7.8,2.96,1,feddeer01
52,Tanner Houck,154,2024,28,BOS,AL,9,10,.474,19,3.12,30,30,1,1,0,178.2,156,75,62,11,48,1,154,16,0,2,743,133,3.32,1.142,7.9,0.6,2.4,7.8,3.21,1,houckta01
53,Brayan Bello,153,2024,25,BOS,AL,14,8,.636,22,4.49,30,30,0,0,0,162.1,157,84,81,19,64,0,153,11,1,6,702,92,4.19,1.361,8.7,1.1,3.5,8.5,2.39,1,bellobr01
54,José Berríos,153,2024,30,TOR,AL,16,11,.593,27,3.60,32,32,1,0,0,192.1,168,79,77,31,54,1,153,13,0,1,786,114,4.72,1.154,7.9,1.5,2.5,7.2,2.83,1,berrijo01
55,Cristopher Sánchez,153,2024,27,PHI,NL,11,9,.550,20,3.32,31,31,2,1,0,181.2,182,76,67,11,44,0,153,0,1,7,754,126,3.00,1.244,9.0,0.5,2.2,7.6,3.48,1,sanchcr01
56,Kyle Gibson,151,2024,36,STL,NL,8,8,.500,16,4.24,30,30,0,0,0,169.2,161,91,80,23,68,1,151,4,0,5,722,97,4.42,1.350,8.5,1.2,3.6,8.0,2.22,1,gibsoky01
57,Aaron Civale,149,2024,29,MILTBR,ALNL,8,9,.471,17,4.36,31,31,0,0,0,161.0,158,82,78,29,52,0,149,6,0,1,689,93,4.74,1.304,8.8,1.6,2.9,8.3,2.87,1,civalaa01
58,Reynaldo López,148,2024,30,ATL,NL,8,5,.615,13,1.99,26,25,0,0,0,135.2,108,32,30,10,42,0,148,2,1,2,543,208,2.92,1.106,7.2,0.7,2.8,9.8,3.52,1,lopezre01
59,Frankie Montas,148,2024,31,CINMIL,NL,7,11,.389,18,4.84,30,30,0,0,0,150.2,140,89,81,24,66,0,148,6,0,3,655,89,4.71,1.367,8.4,1.4,3.9,8.8,2.24,1,montafr02
60,Joe Ryan,147,2024,28,MIN,AL,7,7,.500,14,3.60,23,23,0,0,0,135.0,110,59,54,19,23,0,147,5,1,2,538,116,3.44,0.985,7.3,1.3,1.5,9.8,6.39,1,ryanjo04
61,Blake Snell,145,2024,31,SFG,NL,5,3,.625,8,3.12,20,20,1,1,0,104.0,65,38,36,6,44,0,145,1,0,8,418,125,2.43,1.048,5.6,0.5,3.8,12.5,3.30,1,snellbl01
62,Ranger Suárez,145,2024,28,PHI,NL,12,8,.600,20,3.46,27,27,1,1,0,150.2,140,63,58,14,41,1,145,5,2,1,626,121,3.37,1.201,8.4,0.8,2.4,8.7,3.54,1,suarera01
63,Michael Wacha,145,2024,32,KCR,AL,13,8,.619,21,3.35,29,29,0,0,0,166.2,154,65,62,17,45,1,145,5,0,3,685,123,3.65,1.194,8.3,0.9,2.4,7.8,3.22,1,wachami01
64,Tyler Anderson,142,2024,34,LAA,AL,10,15,.400,25,3.81,31,31,0,0,0,179.1,158,83,76,24,73,2,142,7,1,3,765,110,4.66,1.288,7.9,1.2,3.7,7.1,1.95,1,anderty01
65,Ryan Pepiot,142,2024,26,TBR,AL,8,8,.500,16,3.60,26,26,0,0,0,130.0,102,58,52,17,48,0,142,7,0,4,539,111,3.95,1.154,7.1,1.2,3.3,9.8,2.96,1,pepiory01
66,Zack Littell,141,2024,28,TBR,AL,8,10,.444,18,3.63,29,29,0,0,0,156.1,164,68,63,22,31,0,141,5,0,0,656,110,3.88,1.247,9.4,1.3,1.8,8.1,4.55,1,litteza01
67,Patrick Corbin,139,2024,34,WSN,NL,6,13,.316,19,5.62,32,32,0,0,0,174.2,208,114,109,25,54,1,139,3,0,3,764,72,4.41,1.500,10.7,1.3,2.8,7.2,2.57,1,corbipa01
68,Ryan Feltner,138,2024,27,COL,NL,3,10,.231,13,4.49,30,30,0,0,0,162.1,165,94,81,20,52,0,138,7,0,4,692,105,4.16,1.337,9.1,1.1,2.9,7.7,2.65,1,feltnry01
69,JP Sears,137,2024,28,OAK,AL,11,13,.458,24,4.38,32,32,0,0,0,180.2,172,93,88,28,49,0,137,14,1,0,758,90,4.71,1.223,8.6,1.4,2.4,6.8,2.80,1,searsjp01
70,Jose Quintana,135,2024,35,NYM,NL,10,10,.500,20,3.75,31,31,0,0,0,170.1,150,73,71,22,63,0,135,11,0,7,717,105,4.56,1.250,7.9,1.2,3.3,7.1,2.14,1,quintjo01
71,Colin Rea,135,2024,33,MIL,NL,12,6,.667,18,4.29,32,27,0,0,1,167.2,169,83,80,29,43,1,135,10,0,2,714,97,4.75,1.264,9.1,1.6,2.3,7.2,3.14,1,reaco01
72,Justin Steele,135,2024,28,CHC,NL,5,5,.500,10,3.07,24,24,1,0,0,134.2,111,54,46,12,37,0,135,4,0,1,555,130,3.23,1.099,7.4,0.8,2.5,9.0,3.65,1,steelju01
73,Zach Eflin,134,2024,30,BALTBR,AL,10,9,.526,19,3.59,28,28,0,0,0,165.1,166,71,66,22,24,0,134,3,0,2,684,110,3.76,1.149,9.0,1.2,1.3,7.3,5.58,1,eflinza01
74,Mitchell Parker,133,2024,24,WSN,NL,7,10,.412,17,4.29,29,29,0,0,0,151.0,154,82,72,18,43,0,133,2,0,7,646,95,3.85,1.305,9.2,1.1,2.6,7.9,3.09,1,parkemi01
75,Matt Waldron,133,2024,27,SDP,NL,7,11,.389,18,4.91,27,26,0,0,0,146.2,145,84,80,21,40,0,133,11,1,5,625,84,4.26,1.261,8.9,1.3,2.5,8.2,3.33,1,waldrma01
76,Jared Jones,132,2024,22,PIT,NL,6,8,.429,14,4.14,22,22,0,0,0,121.2,106,60,56,18,39,1,132,5,0,3,504,100,4.00,1.192,7.8,1.3,2.9,9.8,3.38,1,jonesja09
77,Griffin Canning,130,2024,28,LAA,AL,6,13,.316,19,5.19,32,31,0,0,0,171.2,174,105,99,31,66,1,130,6,4,6,739,81,5.26,1.398,9.1,1.6,3.5,6.8,1.97,1,cannigr01
78,Grayson Rodriguez,130,2024,24,BAL,AL,13,4,.765,17,3.86,20,20,0,0,0,116.2,109,52,50,15,36,0,130,5,0,6,491,100,3.66,1.243,8.4,1.2,2.8,10.0,3.61,1,rodrigr01
79,Tobias Myers,127,2024,25,MIL,NL,9,6,.600,15,3.00,27,25,0,0,0,138.0,126,52,46,18,36,0,127,5,5,4,569,138,3.91,1.174,8.2,1.2,2.3,8.3,3.53,1,myersto01
80,Spencer Schwellenbach,127,2024,24,ATL,NL,8,7,.533,15,3.35,21,21,0,0,0,123.2,106,49,46,14,23,1,127,6,0,3,500,124,3.29,1.043,7.7,1.0,1.7,9.2,5.52,1,schwesp01
81,Ryne Nelson,126,2024,26,ARI,NL,10,6,.625,16,4.24,28,25,0,0,1,150.2,155,73,71,17,34,2,126,5,0,4,630,99,3.74,1.254,9.3,1.0,2.0,7.5,3.71,1,nelsory01
82,Mitch Spence,126,2024,26,OAK,AL,8,10,.444,18,4.58,35,24,0,0,0,151.1,165,79,77,20,44,0,126,6,1,8,651,86,4.21,1.381,9.8,1.2,2.6,7.5,2.86,1,spencmi01
83,Jameson Taillon,125,2024,32,CHC,NL,12,8,.600,20,3.27,28,28,0,0,0,165.1,154,67,60,21,33,0,125,1,2,4,675,122,3.92,1.131,8.4,1.1,1.8,6.8,3.79,1,taillja01
84,Javier Assad,124,2024,26,CHC,NL,7,6,.538,13,3.73,29,29,0,0,0,147.0,143,64,61,20,63,0,124,5,0,5,638,107,4.64,1.401,8.8,1.2,3.9,7.6,1.97,1,assadja01
85,Chris Flexen,123,2024,29,CHW,AL,3,15,.167,18,4.95,33,30,0,0,0,160.0,180,95,88,24,63,1,123,2,2,4,707,83,4.80,1.519,10.1,1.4,3.5,6.9,1.95,1,flexech01
86,Dean Kremer,123,2024,28,BAL,AL,8,10,.444,18,4.10,24,24,0,0,0,129.2,110,72,59,18,51,0,123,3,1,1,553,95,4.32,1.242,7.6,1.2,3.5,8.5,2.41,1,kremede01
87,Alec Marsh,123,2024,26,KCR,AL,9,9,.500,18,4.53,26,25,0,0,0,129.0,123,70,65,19,39,1,123,11,1,3,548,91,4.34,1.256,8.6,1.3,2.7,8.6,3.15,1,marshal01
88,Nick Lodolo,122,2024,26,CIN,NL,9,6,.600,15,4.76,21,21,0,0,0,115.1,101,62,61,13,37,0,122,18,0,1,493,92,3.95,1.197,7.9,1.0,2.9,9.5,3.30,1,lodolni01
89,Miles Mikolas,122,2024,35,STL,NL,10,11,.476,21,5.35,32,32,0,0,0,171.2,194,106,102,26,25,0,122,5,1,0,720,77,4.24,1.276,10.2,1.4,1.3,6.4,4.88,1,mikolmi01
90,Kyle Harrison,118,2024,22,SFG,NL,7,7,.500,14,4.56,24,24,0,0,0,124.1,125,65,63,18,42,0,118,7,1,2,532,86,4.33,1.343,9.0,1.3,3.0,8.5,2.81,1,harriky01
91,Ben Lively,118,2024,32,CLE,AL,13,10,.565,23,3.81,29,29,0,0,0,151.0,139,67,64,23,49,0,118,5,1,2,632,106,4.66,1.245,8.3,1.4,2.9,7.0,2.41,1,livelbe01
92,Simeon Woods Richardson,117,2024,23,MIN,AL,5,5,.500,10,4.17,28,28,0,0,0,133.2,125,63,62,16,48,0,117,3,0,3,569,100,4.12,1.294,8.4,1.1,3.2,7.9,2.44,1,woodssi01
93,Austin Gomber,116,2024,30,COL,NL,5,12,.294,17,4.75,30,30,0,0,0,165.0,178,89,87,30,38,0,116,1,0,3,696,100,4.83,1.309,9.7,1.6,2.1,6.3,3.05,1,gombeau01
94,Nick Martinez,116,2024,33,CIN,NL,10,7,.588,17,3.10,42,16,1,0,0,142.1,128,56,49,13,18,0,116,5,0,4,570,142,3.21,1.026,8.1,0.8,1.1,7.3,6.44,1,martini01
95,Gavin Stone,116,2024,25,LAD,NL,11,5,.688,16,3.53,25,25,1,1,0,140.1,133,55,55,18,37,0,116,2,0,9,580,113,4.01,1.211,8.5,1.2,2.4,7.4,3.14,1,stonega01
96,Andrew Abbott,114,2024,25,CIN,NL,10,10,.500,20,3.72,25,25,0,0,0,138.0,127,60,57,25,52,1,114,2,0,5,586,118,5.04,1.297,8.3,1.6,3.4,7.4,2.19,1,abbotan01
97,Marcus Stroman,113,2024,33,NYY,AL,10,9,.526,19,4.31,30,29,0,0,1,154.2,167,81,74,19,60,0,113,8,0,2,675,94,4.62,1.468,9.7,1.1,3.5,6.6,1.88,1,stromma01
98,Cal Quantrill,110,2024,29,COL,NL,8,11,.421,19,4.98,29,29,0,0,0,148.1,156,83,82,23,69,0,110,11,1,6,656,95,5.32,1.517,9.5,1.4,4.2,6.7,1.59,1,quantca01
99,Fernando Cruz,109,2024,34,CIN,NL,3,8,.273,11,4.86,69,3,0,0,0,66.2,54,36,36,9,35,2,109,1,0,8,288,91,3.27,1.335,7.3,1.2,4.7,14.7,3.11,1,cruzfe01
100,Reid Detmers,109,2024,24,LAA,AL,4,9,.308,13,6.70,17,17,0,0,0,87.1,98,67,65,18,38,0,109,2,0,4,391,63,4.72,1.557,10.1,1.9,3.9,11.2,2.87,1,detmere01
101,Lance Lynn,109,2024,37,STL,NL,7,4,.636,11,3.84,23,23,0,0,0,117.1,113,64,50,16,44,0,109,4,0,3,511,107,4.31,1.338,8.7,1.2,3.4,8.4,2.48,1,lynnla01
102,Albert Suárez,108,2024,34,BAL,AL,9,7,.563,16,3.70,32,24,0,0,0,133.2,130,56,55,17,43,1,108,3,1,2,565,105,4.24,1.294,8.8,1.1,2.9,7.3,2.51,1,suareal01
103,Edward Cabrera,107,2024,26,MIA,NL,4,8,.333,12,4.95,20,20,0,0,0,96.1,82,60,53,15,50,0,107,5,1,1,418,86,4.68,1.370,7.7,1.4,4.7,10.0,2.14,1,cabreed02
104,Luis Ortiz,107,2024,25,PIT,NL,7,6,.538,13,3.32,37,15,0,0,1,135.2,109,56,50,16,42,3,107,9,1,2,556,125,4.25,1.113,7.2,1.1,2.8,7.1,2.55,1,ortizlu03
105,Martín Pérez,107,2024,33,PITSDP,NL,5,6,.455,11,4.53,26,26,0,0,0,135.0,151,71,68,22,49,0,107,5,1,2,590,91,4.90,1.481,10.1,1.5,3.3,7.1,2.18,1,perezma02
106,DJ Herz,106,2024,23,WSN,NL,4,9,.308,13,4.16,19,19,0,0,0,88.2,76,45,41,11,36,0,106,3,1,5,382,98,3.71,1.263,7.7,1.1,3.7,10.8,2.94,1,herzdj01
107,Josh Hader,105,2024,30,HOU,AL,8,8,.500,16,3.80,71,0,0,0,34,71.0,43,33,30,12,25,0,105,1,2,4,278,106,3.50,0.958,5.5,1.5,3.2,13.3,4.20,1,haderjo01
108,Yoshinobu Yamamoto,105,2024,25,LAD,NL,7,2,.778,9,3.00,18,18,0,0,0,90.0,78,32,30,7,22,0,105,1,0,2,368,133,2.61,1.111,7.8,0.7,2.2,10.5,4.77,1,yamamyo01
109,Mason Miller,104,2024,25,OAK,AL,2,2,.500,4,2.49,55,0,0,0,28,65.0,36,23,18,6,21,3,104,1,0,2,249,159,2.18,0.877,5.0,0.8,2.9,14.4,4.95,1,millema03
110,Bryan Abreu,103,2024,27,HOU,AL,3,3,.500,6,3.10,78,0,0,0,1,78.1,59,27,27,9,32,0,103,6,1,4,325,130,3.49,1.162,6.8,1.0,3.7,11.8,3.22,1,abreubr01
111,Cade Smith,103,2024,25,CLE,AL,6,1,.857,7,1.91,74,0,0,0,1,75.1,51,16,16,1,17,0,103,3,1,0,289,211,1.40,0.903,6.1,0.1,2.0,12.3,6.06,1,smithca06
112,Luke Weaver,103,2024,30,NYY,AL,7,3,.700,10,2.89,62,0,0,0,4,84.0,52,28,27,10,26,0,103,4,0,1,331,140,3.33,0.929,5.6,1.1,2.8,11.0,3.96,1,weavelu01
113,Joe Musgrove,101,2024,31,SDP,NL,6,5,.545,11,3.88,19,19,0,0,0,99.2,94,44,43,14,23,0,101,10,0,0,410,106,3.96,1.174,8.5,1.3,2.1,9.1,4.39,1,musgrjo01
114,Reese Olson,101,2024,24,DET,AL,4,8,.333,12,3.53,22,22,0,0,0,112.1,100,51,44,7,33,0,101,4,0,4,465,118,3.17,1.184,8.0,0.6,2.6,8.1,3.06,1,olsonre01
115,David Peterson,101,2024,28,NYM,NL,10,3,.769,13,2.90,21,21,0,0,0,121.0,110,44,39,8,46,0,101,7,1,4,510,136,3.67,1.289,8.2,0.6,3.4,7.5,2.20,1,peterda01
116,Bryan Woo,101,2024,24,SEA,AL,9,3,.750,12,2.89,22,22,0,0,0,121.1,96,41,39,14,13,0,101,3,0,0,472,128,3.40,0.898,7.1,1.0,1.0,7.5,7.77,1,woobr01
117,Gerrit Cole,99,2024,33,NYY,AL,8,5,.615,13,3.41,17,17,0,0,0,95.0,78,38,36,11,29,1,99,6,0,0,390,118,3.69,1.126,7.4,1.0,2.7,9.4,3.41,1,colege01
118,David Robertson,99,2024,39,TEX,AL,3,4,.429,7,3.00,68,0,0,0,2,72.0,53,25,24,5,27,4,99,5,1,8,296,127,2.65,1.111,6.6,0.6,3.4,12.4,3.67,1,roberda08
119,Ryan Walker,99,2024,28,SFG,NL,10,4,.714,14,1.91,76,1,0,0,10,80.0,50,19,17,5,18,1,99,9,0,2,308,204,2.52,0.850,5.6,0.6,2.0,11.1,5.50,1,walkery01
120,Aroldis Chapman,98,2024,36,PIT,NL,5,5,.500,10,3.79,68,0,0,0,14,61.2,44,31,26,5,39,0,98,2,2,4,265,110,3.04,1.346,6.4,0.7,5.7,14.3,2.51,1,chapmar01
121,Keegan Akin,97,2024,29,BAL,AL,3,1,.750,4,3.32,66,0,0,0,1,78.2,55,31,29,9,19,1,97,2,0,4,313,117,2.99,0.941,6.3,1.0,2.2,11.1,5.11,1,akinke01
122,Bailey Falter,97,2024,27,PIT,NL,8,9,.471,17,4.43,28,28,0,0,0,142.1,138,72,70,17,45,0,97,0,0,0,589,94,4.30,1.286,8.7,1.1,2.8,6.1,2.16,1,falteba01
123,Michael Lorenzen,97,2024,32,KCRTEX,AL,7,6,.538,13,3.31,26,24,0,0,0,130.1,101,49,48,17,60,0,97,6,0,3,536,117,4.89,1.235,7.0,1.2,4.1,6.7,1.62,1,lorenmi01
